TIPO SERVICO;TIPO;INICIO;FIM;PLANO;FORECOLOR;BACKCOLOR;WEBCLASS;WEBCLASSTEXT
SEDEX;PACOTE;57230000;57249999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57265000;57269999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57480000;57489999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57500000;57509999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57600000;57614999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57800000;57819999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57840000;57859999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57955000;57959999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57130000;57149999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57180000;57199999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57210000;57229999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57250000;57264999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57270000;57299999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57320000;57479999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57490000;57499999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57510000;57599999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57615000;57799999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57820000;57839999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57860000;57954999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;57960000;57999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;53690000;53699999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;53990000;53999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;55120000;55149999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;55170000;55189999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;55200000;55289999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;55305000;55589999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;55620000;55999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56120000;56169999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56190000;56209999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56220000;56279999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56400000;56439999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56460000;56499999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56520000;56899999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;PACOTE;56930000;56999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
PAC;PACOTE;1000000;48999999;PAC EXP + TTO;&H73609F;4;bg-info;text-white
PAC;PACOTE;55120000;56299999;PAC EXP + TTO;&H73609F;4;bg-info;text-white
PAC;PACOTE;56355000;56999999;PAC EXP + TTO;&H73609F;4;bg-info;text-white
PAC;PACOTE;60000000;99999999;PAC EXP + TTO;&H73609F;4;bg-info;text-white
PAC;PACOTE;49000000;55119999;PAC PLANO A;&H5E606F;5;bg-light;text-dark
PAC;PACOTE;56300000;56354999;PAC PLANO A;&H5E606F;5;bg-light;text-dark
PAC;PACOTE;57000000;57999999;PAC PLANO A;&H5E606F;5;bg-light;text-dark
PAC;PACOTE;59000000;59999999;PAC PLANO A;&H5E606F;5;bg-light;text-dark
SEDEX;ENVELOPE;1000000;54999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;ENVELOPE;55000000;56999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
SEDEX;ENVELOPE;57000000;99999999;PLANO SEDEX;&HA95F27;0;bg-primary;text-white
